County,cluster_number,cluster_type,respondent_sex,respondent_age,education_completed_raw,education_completed_other,female_hh_highest_education,emergency_access_area_type,income_source_farming,income_source_employment,income_source_casual_work,income_source_self_employment,income_source_social_transfer,income_source_rental_income,income_source_investments,income_source_pension_annuity,income_source_family_support,monthly_income_ksh,trusted_financial_provider,insurance_doc_barrier_no_insurance,insurance_doc_barrier_not_in_own_name,loan_barrier_low_income_to_repay,loan_barrier_inadequate_documentation,savings_barrier_distrust_institutions,bank_barrier_distrust_banks,sacco_barrier_lack_of_trust,mobile_money_barrier_untrustworthy_agents,formal_account_barrier_distrust,cost_to_nearest_bank,walk_time_to_nearest_bank,cost_to_nearest_mobile_money_agent,walk_time_to_nearest_mobile_money_agent,cost_to_nearest_bank_agent,walk_time_to_nearest_bank_agent,education,education_femHH,education_anyHH,bank_usage,insurance_usage,mobile_bank_usage,mobile_money_usage,incomegp,mobile_money_access,mobile_money_active,incomegpnew,incomegp_new,financially_included
Migori,10144113,Rural,Female,46,"""Secondary completed """,,,No,Yes,No,No,No,No,No,No,No,No,500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Used to have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Busia,10240038,Rural,Female,64,"""None """,,,No,No,No,No,No,No,No,No,No,Yes,100,"""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 0 - 100,No,No,"KSh 1 - 1,000",< KSh 3000,0
Kisii,10145009,Rural,Male,48,"""Primary completed""",,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,500,A bank,,,,,No,No,No,No,Yes,Between KSh 101- 200,More than 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Used to have,KSh 101 - 1500,Yes,No,"KSh 1 - 1,000",< KSh 3000,0
Samburu,10225054,Rural,Female,23,"""Primary completed""",,"""None""",No,No,No,Yes,No,No,No,No,No,No,3000,"""Don't know(DO NOT READ OUT)""",,,,,,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",Primary,,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Bomet,10136161,Urban,Male,31,"""Secondary completed """,,,No,No,No,No,Yes,No,No,No,No,No,3000,A Sacco,,,,,,No,,,,Between KSh 51- 100,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nyandarua,10218062,Rural,Female,94,"""None """,,,No,No,No,No,No,Yes,No,No,No,Yes,2000,A bank,,,,,,,No,No,No,Between KSh 101- 200,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 1 to 3 hours,,No Female HH head,,Currently have,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,1
Nairobi City,10247202,Urban,Male,30,"""Primary completed""",,,No,No,No,Yes,No,No,No,No,No,No,20000,A bank,,,,,,,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 10,001-20,000",KSh 15001 - 30000,1
Bungoma,10239174,Urban,Male,37,"""Primary completed""",,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,1500,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Less than KSh 50,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Never had,Used to have,KSh 101 - 1500,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
Kitui,10115025,Rural,Male,52,"""Primary completed""",,,No,No,No,No,No,No,No,No,No,Yes,1500,A group / chama,,,,,,No,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Used to have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kilifi,10203002,Rural,Female,49,"""None """,,,No,Yes,No,No,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",A group / chama,,,,,No,No,No,No,No,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,,No Female HH head,,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Marsabit,10110045,Rural,Male,35,"""Primary completed""",,Some primary,No,No,No,Yes,No,No,No,No,No,No,14000,A bank,,,,,,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Meru,10112137,Rural,Female,28,"""Some primary """,,Some primary,No,No,No,Yes,No,No,No,No,No,No,1000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Kisumu,10142025,Rural,Female,35,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,2500,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Less than KSh 50,About 1 to 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
Vihiga,10238066,Rural,Female,21,"""Primary completed""",,"""Some secondary""",No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",A bank,,,,,No,No,No,No,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,Secondary,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
West Pokot,10224190,Urban,Male,56,Completed technical training after secondary school,,,No,No,Yes,No,No,No,No,No,No,No,15000,A bank,,,,,,,,,,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Currently have,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Baringo,10230058,Rural,Male,49,"""None """,,No female household head/spouse,No,Yes,No,No,No,No,No,No,No,No,5000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,No,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 3001 - 7500,No,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,0
Bomet,10236094,Rural,Female,60,"""Some primary """,,Some primary,No,Yes,No,No,No,No,No,No,No,No,1500,A bank,,,,,,,No,,No,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 101 - 200,Between 30 minutes to 1 hour,Primary,Primary,Primary,Currently have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kiambu,10222170,Urban,Male,49,Some university,,Secondary completed,Yes,No,Yes,No,No,No,No,No,No,No,35000,A bank,,,,,,,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Tertiary,Secondary,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 30001 - 70000,Yes,Yes,"KSh 20,001 - 50,000",KSh 30001 - 70000,1
Nakuru,10232206,Urban,Female,22,"""Secondary completed """,,No female household head/spouse,Yes,No,Yes,No,No,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Less than KSh 50,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kisii,10245058,Rural,Male,64,"""Primary completed""",,Some primary,No,Yes,No,No,No,No,No,No,No,No,15000,A bank,,,No,Yes,,No,No,,,Less than KSh 50,About 1 to 3 hours,,,Less than KSh 50,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Kwale,10202130,Urban,Female,25,"""Some secondary""",,No female household head/spouse,No,No,No,No,No,No,No,No,No,Yes,4000,Mobile banking provider,,,,,No,No,No,,No,Less than KSh 50,Between 30 minutes to 1 hour,,,Less than KSh 50,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Garissa,10207206,Urban,Male,29,"""Secondary completed """,,"""None""",No,No,No,Yes,No,No,No,No,No,No,15000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Secondary,,Secondary,Used to have,Never had,Used to have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Machakos,10216122,Urban,Male,22,Some technical training after secondary school,,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,Yes,6000,Mobile money provider e.g Safaricom fuliza,,,No,,,No,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Kitui,10215046,Rural,Male,30,"""Some primary """,,Some primary,No,No,No,Yes,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 201- 500,Between 30 minutes to 1 hour,,,Between KSh 201 - 500,Between 30 minutes to 1 hour,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Uasin Gishu,10227226,Urban,Male,28,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,Less than KSh 50,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Never had,Never had,Never had,Used to have,Don't Know,Yes,No,Don't Know,Others,0
Uasin Gishu,10227010,Rural,Male,48,Completed technical training after secondary school,,Completed technical training after secondary school,No,Yes,Yes,No,No,No,No,No,No,No,30000,A Sacco,,,Yes,,,,,,No,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 101 - 200,Between 30 minutes to 1 hour,Tertiary,Tertiary,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Embu,10214106,Rural,Female,16,"""Some primary """,,Some primary,No,No,Yes,No,No,No,No,No,No,No,5000,A bank,,,,,,No,No,No,No,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Never had,KSh 3001 - 7500,No,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,0
Meru,10212034,Rural,Female,16,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",A bank,,,,,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",Primary,Primary,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Kajiado,10234110,Urban,Female,32,Completed technical training after secondary school,,Completed technical training after secondary school,No,No,Yes,No,No,No,No,No,No,No,15000,Mobile money provider e.g Safaricom fuliza,,,,,,,Yes,,Yes,Between KSh 51- 100,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,Tertiary,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Tana River,10104209,Urban,Female,25,"""Secondary completed """,,Secondary completed,No,No,No,Yes,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Secondary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Uasin Gishu,10227106,Rural,Female,18,"""Primary completed""",,Some primary,No,No,No,No,No,No,No,No,No,Yes,500,A bank,,,,,No,No,No,No,No,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Between 30 minutes to 1 hour,Primary,Primary,Primary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Nairobi City,10147065,Urban,Male,32,"""Some primary """,,Some primary,No,No,No,Yes,No,No,No,No,No,No,"""Refused to Answer(DO NOT READ OUT)""","""None of these(DO NOT READ OUT)""",,,,,No,,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,Primary,Primary,Currently have,Never had,Currently have,Currently have,Refused to Answer,Yes,Yes,Refused to Answer,,1
Mandera,10209042,Rural,Female,66,"""None """,,,No,Yes,Yes,No,No,No,No,No,No,No,22000,A bank,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Nandi,10229042,Rural,Male,35,"""Primary completed""",,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,3500,Mobile money provider e.g Safaricom fuliza,,,,,No,,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kakamega,10137125,Rural,Male,57,"""Some primary """,,Some primary,No,No,No,Yes,No,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nyeri,10219042,Rural,Male,58,"""Some primary """,,Primary completed,No,No,No,Yes,No,No,No,No,No,No,9200,A bank,,,,,,,Yes,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,Primary,Primary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Busia,10140049,Rural,Male,32,"""Some primary """,,Primary completed,Yes,Yes,No,Yes,No,No,No,No,No,No,12000,Insurance companies,,,No,,,No,No,,,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Primary,Primary,Primary,Never had,Currently have,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Busia,10240102,Rural,Female,17,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,3000,Mobile money provider e.g Safaricom fuliza,,Yes,,,No,No,No,No,No,Between KSh 101- 200,More than 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Primary,Primary,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Kericho,10235018,Rural,Male,16,"""Some secondary""",,"""Some secondary""",No,No,No,No,No,No,No,No,No,Yes,1000,"""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,No,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,Secondary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Turkana,10223062,Rural,Female,21,"""Some primary """,,Some primary,No,No,No,No,Yes,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,Primary,Primary,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Bungoma,10239182,Urban,Female,24,"""Secondary completed """,,"""Some secondary""",No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Secondary,Secondary,Currently have,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Nyamira,10146149,Urban,Male,45,Completed technical training after secondary school,,,Yes,Yes,No,No,Yes,No,No,No,No,No,15000,A Sacco,,,No,,,,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Trans Nzoia,10226086,Rural,Female,26,Some technical training after secondary school,,,Yes,Yes,No,Yes,No,No,No,No,No,No,10000,A group / chama,,,,,,,No,,,Between KSh 201- 500,More than 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Garissa,10207174,Urban,Male,28,"""Primary completed""",,"""None""",No,No,No,Yes,No,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 101 - 200,About 1 to 3 hours,Primary,,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Samburu,10225066,Rural,Male,43,Completed technical training after secondary school,,Completed technical training after secondary school,Yes,Yes,Yes,No,No,No,No,Yes,No,No,100000,A bank,,,No,,,,,,,More than KSh 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Tertiary,Tertiary,Tertiary,Currently have,Currently have,Currently have,Currently have,KSh 70001 - 200000,Yes,Yes,"KSh 50,001 - 100,000",> KSh 70000,1
Murang'a,10121133,Urban,Male,58,"""None """,,,No,No,No,No,No,No,No,No,No,Yes,6000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,,No Female HH head,,Used to have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Vihiga,10138117,Rural,Female,76,"""None """,,,No,No,No,No,No,Yes,No,No,No,Yes,2000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,Yes,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Taita-Taveta,10206030,Rural,Male,30,"""Some secondary""",,Some primary,No,No,Yes,Yes,No,No,No,No,No,No,8500,A bank,,,,,,,No,,,,,,,,,Secondary,Primary,Secondary,Currently have,Never had,Used to have,Currently have,KSh 7501-15000,Yes,No,"KSh 5,001 - 10,000",KSh 7501-15000,1
Baringo,10130101,Rural,Male,25,"""None """,,,No,No,No,Yes,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,,No,,,,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Meru,10112105,Rural,Female,33,"""Secondary completed """,,,No,Yes,No,No,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""None of these(DO NOT READ OUT)""",,,,,,,No,,No,Less than KSh 50,Under 10 minutes,Close enough to walk  No need to spend,Under 10 minutes,Less than KSh 50,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Nairobi City,10247042,Urban,Male,33,"""Secondary completed """,,Completed technical training after secondary school,No,No,Yes,No,No,No,No,No,No,No,"""Refused to Answer(DO NOT READ OUT)""",A bank,,,,,,,Yes,,No,Less than KSh 50,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,Tertiary,Secondary,Currently have,Never had,Currently have,Currently have,Refused to Answer,Yes,Yes,Refused to Answer,,1
Nakuru,10232178,Urban,Female,32,"""Secondary completed """,,,No,No,No,No,No,No,No,No,No,Yes,10000,A bank,,,No,,,,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Less than KSh 50,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kajiado,10234042,Rural,Male,28,"""None """,,"""None""",Yes,Yes,No,No,No,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,,,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
